EmpID,Age,MaritalStatus,JobRole,Attrition,BusinessTravel,HourlyRate,DailyRate,MonthlyIncome,YearlyIncome,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
360,36,Married,Sales Executive,No,Travel_Frequently,48,541,9699,116388,Sales,3,4,Medical,1,Male,2,3,4,4,No,11,3,1,80,1,16,2,3,13,9,1,12
361,57,Married,Healthcare Representative,No,Travel_Rarely,88,593,6755,81060,Research & Development,1,4,Medical,4,Male,3,2,3,2,No,11,3,3,80,0,15,2,3,3,2,1,2
362,40,Married,Laboratory Technician,No,Travel_Rarely,46,1171,2213,26556,Research & Development,10,4,Life Sciences,4,Female,4,1,3,3,Yes,13,3,3,80,1,10,3,3,7,7,1,7
363,21,Single,Sales Representative,No,Non-Travel,39,895,2610,31320,Sales,9,2,Medical,1,Male,3,1,4,1,No,24,4,3,80,0,3,3,2,3,2,2,2
364,33,Single,Sales Representative,Yes,Travel_Rarely,34,350,2851,34212,Sales,5,3,Marketing,4,Female,3,1,3,1,Yes,13,3,2,80,0,1,2,3,1,0,0,0
365,37,Married,Laboratory Technician,No,Travel_Rarely,98,921,3452,41424,Research & Development,10,3,Medical,3,Female,3,1,1,6,No,20,4,2,80,1,17,3,3,5,4,0,3
366,46,Married,Manufacturing Director,No,Non-Travel,30,1144,5258,63096,Research & Development,7,4,Medical,3,Female,3,2,3,2,No,14,3,3,80,0,7,2,4,1,0,0,0
367,41,Single,Sales Executive,Yes,Travel_Frequently,56,143,9355,112260,Sales,4,3,Marketing,1,Male,3,2,2,1,No,18,3,3,80,0,8,5,3,8,7,7,7
368,50,Single,Healthcare Representative,No,Travel_Rarely,100,1046,10496,125952,Research & Development,10,3,Technical Degree,4,Male,2,3,4,6,No,15,3,4,80,0,20,2,3,4,3,1,3
369,40,Married,Sales Executive,Yes,Travel_Rarely,68,575,6380,76560,Sales,22,2,Marketing,3,Male,2,2,3,2,Yes,12,3,1,80,2,8,6,3,6,4,1,0
370,31,Single,Research Scientist,No,Travel_Rarely,42,408,2657,31884,Research & Development,9,4,Life Sciences,3,Male,2,1,2,0,Yes,16,3,4,80,0,3,5,3,2,2,2,2
371,21,Single,Sales Representative,Yes,Travel_Rarely,90,156,2716,32592,Sales,12,3,Life Sciences,3,Female,4,1,2,1,No,15,3,4,80,0,1,0,3,1,0,0,0
372,29,Single,Research Scientist,No,Travel_Rarely,54,1283,2201,26412,Research & Development,23,3,Life Sciences,4,Male,3,1,4,9,No,16,3,4,80,0,6,4,3,3,2,1,2
373,35,Single,Healthcare Representative,No,Travel_Rarely,97,755,6540,78480,Research & Development,9,4,Life Sciences,3,Male,2,2,2,9,No,19,3,3,80,0,10,5,3,1,1,0,0
374,27,Divorced,Laboratory Technician,No,Travel_Rarely,82,1469,3816,45792,Research & Development,1,2,Medical,4,Male,3,1,2,1,No,11,3,2,80,1,5,2,3,5,2,0,4
375,28,Single,Sales Executive,No,Travel_Rarely,92,304,5253,63036,Sales,9,4,Life Sciences,2,Male,3,2,4,1,No,16,3,4,80,0,7,1,3,7,5,0,7
376,49,Single,Healthcare Representative,No,Travel_Rarely,31,1261,10965,131580,Research & Development,7,3,Other,2,Male,2,3,3,8,No,24,4,3,80,0,26,2,3,5,2,0,0
377,51,Married,Sales Executive,No,Travel_Rarely,87,1178,4936,59232,Sales,14,2,Life Sciences,3,Female,3,2,4,4,No,11,3,3,80,1,18,2,2,7,7,0,7
378,36,Married,Research Scientist,No,Travel_Rarely,96,329,2543,30516,Research & Development,2,3,Life Sciences,4,Female,3,1,3,4,No,13,3,2,80,1,6,3,3,2,2,2,2
379,34,Single,Sales Executive,Yes,Non-Travel,67,1362,5304,63648,Sales,19,3,Marketing,1,Male,4,2,4,8,Yes,13,3,2,80,0,9,3,2,5,2,0,4
380,55,Single,Manager,No,Travel_Rarely,97,1311,16659,199908,Research & Development,2,3,Life Sciences,3,Female,3,4,4,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2
381,24,Divorced,Sales Executive,No,Travel_Rarely,77,1371,4260,51120,Sales,10,4,Marketing,4,Female,3,2,3,1,Yes,12,3,4,80,1,5,2,4,5,2,0,3
382,30,Married,Sales Representative,No,Travel_Rarely,72,202,2476,29712,Sales,2,1,Technical Degree,3,Male,3,1,2,1,No,18,3,1,80,1,1,3,3,1,0,0,0
383,26,Single,Research Scientist,Yes,Travel_Frequently,73,575,3102,37224,Research & Development,3,1,Technical Degree,3,Male,3,1,1,0,No,22,4,3,80,0,7,2,3,6,4,0,4
384,22,Married,Research Scientist,No,Travel_Rarely,43,253,2244,26928,Research & Development,11,3,Medical,1,Female,3,1,2,1,No,13,3,4,80,1,2,1,3,2,1,1,2
385,36,Married,Sales Executive,No,Travel_Rarely,61,164,7596,91152,Sales,2,2,Medical,2,Male,2,3,3,1,No,13,3,2,80,2,10,2,3,10,9,9,0
386,30,Single,Research Scientist,Yes,Travel_Frequently,40,464,2285,27420,Research & Development,4,3,Technical Degree,3,Male,3,1,4,9,Yes,23,4,3,80,0,3,4,3,1,0,0,0
387,37,Divorced,Laboratory Technician,No,Travel_Rarely,95,1107,3034,36408,Research & Development,14,3,Life Sciences,4,Female,3,1,1,1,No,12,3,3,80,1,18,2,2,18,7,12,17
388,40,Divorced,Sales Executive,No,Travel_Rarely,46,759,5715,68580,Sales,2,2,Marketing,4,Female,3,2,2,7,No,12,3,3,80,2,8,5,3,5,4,1,3
389,42,Divorced,Laboratory Technician,No,Travel_Rarely,95,201,2576,30912,Research & Development,1,4,Life Sciences,2,Female,3,1,1,3,No,16,3,2,80,1,8,5,3,5,2,1,2
390,37,Single,Manufacturing Director,No,Travel_Rarely,49,1305,4197,50364,Research & Development,10,4,Life Sciences,3,Male,3,2,2,2,Yes,12,3,4,80,0,18,2,2,1,0,0,1
391,43,Divorced,Research Director,No,Travel_Rarely,59,982,14336,172032,Research & Development,12,3,Life Sciences,1,Male,2,4,2,1,No,11,3,3,80,1,25,3,3,25,10,3,9
392,40,Married,Laboratory Technician,No,Travel_Rarely,78,555,3448,41376,Research & Development,2,3,Medical,2,Female,2,2,3,6,No,22,4,2,80,1,20,3,3,1,0,0,0
393,54,Married,Research Director,No,Travel_Rarely,86,821,19406,232872,Research & Development,5,2,Medical,1,Male,3,5,1,4,No,11,3,3,80,1,24,4,2,4,2,1,2
394,34,Married,Sales Executive,No,Non-Travel,72,1381,6538,78456,Sales,4,4,Marketing,3,Female,3,2,3,9,No,15,3,1,80,1,6,3,3,3,2,1,2
395,31,Married,Manufacturing Director,No,Travel_Rarely,31,480,4306,51672,Research & Development,7,2,Medical,2,Female,3,2,1,1,No,12,3,2,80,1,13,5,1,13,10,3,12
396,43,Married,Laboratory Technician,No,Travel_Frequently,61,313,2258,27096,Research & Development,21,3,Medical,4,Male,3,1,4,7,No,20,4,1,80,1,8,1,3,3,2,1,2
397,43,Divorced,Healthcare Representative,No,Travel_Rarely,74,1473,4522,54264,Research & Development,8,4,Other,3,Female,3,2,3,4,Yes,14,3,4,80,0,8,3,3,5,2,0,2
398,25,Single,Sales Executive,No,Travel_Rarely,99,891,4487,53844,Sales,4,2,Life Sciences,2,Female,2,2,4,1,Yes,11,3,2,80,0,5,3,3,5,4,1,3
399,37,Married,Research Scientist,No,Non-Travel,72,1063,4449,53388,Research & Development,25,5,Medical,2,Female,3,2,3,3,Yes,15,3,1,80,2,15,2,3,13,11,10,7
400,31,Married,Laboratory Technician,No,Travel_Rarely,98,329,2218,26616,Research & Development,1,2,Life Sciences,4,Male,2,1,1,1,No,12,3,3,80,1,4,3,3,4,2,3,2
401,39,Divorced,Manager,No,Travel_Frequently,52,1218,19197,230364,Research & Development,1,1,Life Sciences,2,Male,3,5,3,1,Yes,14,3,3,80,1,21,3,3,21,8,1,6
402,56,Married,Sales Executive,No,Travel_Frequently,86,906,13212,158544,Sales,6,3,Life Sciences,3,Female,4,4,1,9,No,11,3,4,80,3,36,0,2,7,7,7,7
403,30,Single,Sales Executive,No,Travel_Rarely,83,1082,6577,78924,Sales,12,3,Technical Degree,2,Female,3,2,3,0,No,11,3,2,80,0,6,6,3,5,4,4,4
404,41,Married,Sales Executive,No,Travel_Rarely,49,645,8392,100704,Sales,1,3,Marketing,2,Male,4,3,1,1,No,16,3,3,80,1,10,2,3,10,7,0,7
405,28,Divorced,Laboratory Technician,No,Travel_Rarely,79,1300,4558,54696,Research & Development,17,2,Medical,3,Male,3,2,1,1,No,12,3,4,80,1,10,2,3,10,0,1,8
406,25,Married,Laboratory Technician,Yes,Travel_Rarely,91,688,4031,48372,Research & Development,3,3,Medical,1,Male,3,1,1,5,No,13,3,3,80,1,6,5,3,2,2,0,2
407,52,Married,Manufacturing Director,No,Travel_Rarely,39,319,7969,95628,Research & Development,3,3,Medical,4,Male,2,3,3,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4
408,45,Married,Research Scientist,No,Travel_Rarely,69,192,2654,31848,Research & Development,10,2,Life Sciences,1,Male,3,1,4,3,No,21,4,4,80,2,8,3,2,2,2,0,2
409,52,Married,Manager,No,Travel_Rarely,30,1490,16555,198660,Research & Development,4,2,Life Sciences,4,Female,3,4,4,2,No,13,3,4,80,0,31,2,1,5,2,1,4
410,42,Divorced,Research Scientist,No,Travel_Frequently,92,532,4556,54672,Research & Development,29,2,Life Sciences,1,Female,3,2,3,2,No,11,3,2,80,1,19,3,3,5,4,0,2
411,30,Single,Manufacturing Director,No,Travel_Rarely,43,317,6091,73092,Research & Development,2,3,Life Sciences,3,Female,1,2,4,2,No,20,4,3,80,0,11,2,3,5,4,0,2
412,60,Married,Manager,No,Travel_Rarely,41,422,19566,234792,Research & Development,7,3,Life Sciences,1,Female,3,5,1,5,No,11,3,4,80,0,33,5,1,29,8,11,10
413,46,Divorced,Manufacturing Director,No,Travel_Rarely,87,1485,4810,57720,Research & Development,18,3,Medical,3,Female,3,2,3,2,No,14,3,3,80,1,19,5,2,10,7,0,8
414,42,Married,Healthcare Representative,No,Travel_Frequently,88,1368,4523,54276,Research & Development,28,4,Technical Degree,4,Female,2,2,4,0,No,11,3,4,80,3,7,4,4,6,5,0,4
415,24,Single,Sales Representative,Yes,Travel_Rarely,62,1448,3202,38424,Sales,1,1,Technical Degree,1,Female,3,1,2,1,Yes,16,3,2,80,0,6,4,3,5,3,1,4
416,34,Divorced,Sales Representative,Yes,Travel_Frequently,33,296,2351,28212,Sales,6,2,Marketing,4,Female,1,1,3,0,No,16,3,4,80,1,3,3,2,2,2,1,0
417,38,Married,Laboratory Technician,No,Travel_Frequently,42,1490,1702,20424,Research & Development,2,2,Life Sciences,4,Male,3,1,4,1,Yes,23,4,3,80,1,1,3,3,1,0,0,0
418,40,Married,Manager,No,Travel_Rarely,79,1398,18041,216492,Sales,2,4,Life Sciences,3,Female,3,5,3,0,No,14,3,4,80,0,21,2,3,20,15,1,12
419,26,Divorced,Research Scientist,No,Travel_Rarely,90,1349,2886,34632,Research & Development,23,3,Life Sciences,1,Female,3,1,4,1,No,22,4,2,80,2,3,3,1,3,2,0,2
420,30,Married,Laboratory Technician,No,Non-Travel,53,1400,2097,25164,Research & Development,3,3,Life Sciences,3,Male,3,1,4,4,No,15,3,3,80,1,9,3,1,5,3,1,4
421,29,Married,Research Director,No,Travel_Rarely,93,986,11935,143220,Research & Development,3,4,Medical,2,Male,2,3,3,1,No,18,3,3,80,0,10,2,3,10,2,0,7
422,29,Married,Research Scientist,Yes,Travel_Rarely,71,408,2546,30552,Research & Development,25,5,Technical Degree,3,Female,2,1,2,5,No,16,3,2,80,0,6,2,4,2,2,1,1
423,19,Single,Human Resources,Yes,Travel_Rarely,52,489,2564,30768,Human Resources,2,2,Technical Degree,1,Male,2,1,4,1,No,12,3,3,80,0,1,3,4,1,0,0,0
424,30,Married,Sales Executive,No,Non-Travel,69,1398,8412,100944,Sales,22,4,Other,3,Female,3,3,1,0,No,11,3,3,80,0,10,3,3,9,8,7,8
425,57,Divorced,Manager,No,Travel_Rarely,56,210,14118,169416,Sales,29,3,Marketing,1,Male,2,4,4,3,No,12,3,3,80,1,32,3,2,1,0,0,0
426,50,Married,Manager,No,Travel_Rarely,88,1099,17046,204552,Research & Development,29,4,Life Sciences,2,Male,2,4,3,0,No,15,3,2,80,1,28,2,3,27,10,15,7
427,30,Single,Laboratory Technician,No,Non-Travel,49,1116,2564,30768,Research & Development,2,3,Medical,3,Female,3,1,4,0,No,14,3,3,80,0,12,2,2,11,7,6,7
428,60,Married,Sales Executive,No,Travel_Frequently,80,1499,10266,123192,Sales,28,3,Marketing,3,Female,2,3,1,4,No,19,3,4,80,0,22,5,4,18,13,13,11
429,47,Divorced,Manufacturing Director,No,Travel_Rarely,65,983,5070,60840,Research & Development,2,2,Medical,1,Female,3,2,4,5,No,13,3,3,80,3,20,2,3,5,0,0,4
430,46,Married,Research Director,No,Travel_Rarely,51,1009,17861,214332,Research & Development,2,3,Life Sciences,1,Male,3,4,3,6,No,13,3,3,80,0,26,2,1,3,2,0,1
431,35,Single,Laboratory Technician,No,Travel_Rarely,46,144,4230,50760,Research & Development,22,3,Life Sciences,4,Male,1,1,3,0,No,15,3,3,80,0,6,2,3,5,4,4,3
432,54,Single,Laboratory Technician,No,Travel_Rarely,42,548,3780,45360,Research & Development,8,4,Life Sciences,3,Female,3,2,3,7,No,11,3,3,80,0,19,3,3,1,0,0,0
433,34,Divorced,Research Scientist,No,Travel_Rarely,62,1303,2768,33216,Research & Development,2,4,Life Sciences,4,Male,2,1,3,3,No,12,3,3,80,1,14,3,3,7,3,5,7
434,46,Married,Sales Executive,No,Travel_Rarely,94,1125,9071,108852,Sales,10,3,Marketing,3,Female,2,3,4,2,Yes,19,3,3,80,1,15,3,3,3,2,1,2
435,31,Divorced,Manufacturing Director,No,Travel_Rarely,33,1274,10648,127776,Research & Development,9,1,Life Sciences,3,Male,3,3,2,1,No,25,4,4,80,1,13,6,4,13,8,0,8
436,33,Married,Manager,Yes,Travel_Rarely,56,1277,13610,163320,Research & Development,15,1,Medical,2,Male,3,3,3,7,Yes,12,3,4,80,0,15,2,4,7,6,7,7
437,33,Divorced,Laboratory Technician,Yes,Travel_Rarely,38,587,3408,40896,Research & Development,10,1,Medical,1,Male,1,1,4,7,No,13,3,1,80,3,8,2,3,4,3,1,3
438,30,Single,Sales Representative,No,Travel_Rarely,57,413,2983,35796,Sales,7,1,Marketing,4,Male,3,1,2,0,No,14,3,1,80,0,4,3,3,3,2,1,2
439,35,Married,Healthcare Representative,No,Travel_Rarely,72,1276,7632,91584,Research & Development,16,3,Life Sciences,4,Male,3,3,3,4,Yes,12,3,3,80,0,10,2,3,8,7,0,0
440,31,Married,Healthcare Representative,Yes,Travel_Frequently,66,534,9824,117888,Research & Development,20,3,Life Sciences,1,Male,3,3,3,3,No,12,3,1,80,0,12,2,3,1,0,0,0
441,34,Divorced,Human Resources,Yes,Travel_Frequently,43,988,9950,119400,Human Resources,23,3,Human Resources,2,Female,3,3,1,9,Yes,15,3,3,80,3,11,2,3,3,2,0,2
442,42,Married,Laboratory Technician,No,Travel_Frequently,97,1474,2093,25116,Research & Development,5,2,Other,2,Male,3,1,3,4,No,17,3,4,80,1,8,4,3,2,2,2,0
443,36,Single,Sales Executive,No,Non-Travel,32,635,9980,119760,Sales,10,4,Medical,2,Male,3,3,4,1,No,14,3,4,80,0,10,3,2,10,3,9,7
444,22,Single,Laboratory Technician,Yes,Travel_Frequently,99,1368,3894,46728,Research & Development,4,1,Technical Degree,3,Male,2,1,3,5,No,16,3,3,80,0,4,3,3,2,2,1,2
445,48,Married,Sales Executive,No,Travel_Rarely,37,163,4051,48612,Sales,2,5,Marketing,2,Female,3,2,4,2,No,14,3,1,80,1,14,2,3,9,7,6,7
446,55,Single,Manager,No,Travel_Rarely,83,1117,16835,202020,Sales,18,5,Life Sciences,1,Female,3,4,2,3,No,23,4,4,80,0,37,2,3,10,9,7,7
447,41,Single,Sales Executive,No,Non-Travel,56,267,6230,74760,Sales,10,2,Life Sciences,4,Male,3,2,4,7,No,14,3,4,80,0,16,3,3,14,3,1,10
448,35,Married,Sales Executive,No,Travel_Rarely,85,619,4717,56604,Sales,1,3,Marketing,2,Male,3,2,3,9,No,11,3,3,80,0,15,2,3,11,9,6,9
449,40,Single,Manufacturing Director,No,Travel_Rarely,75,302,13237,158844,Research & Development,6,3,Life Sciences,2,Female,3,4,3,7,No,15,3,3,80,0,22,3,3,20,6,5,13
450,39,Married,Laboratory Technician,No,Travel_Frequently,48,443,3755,45060,Research & Development,8,1,Life Sciences,3,Female,3,1,3,1,No,11,3,1,80,1,8,3,3,8,3,0,7
451,31,Single,Sales Executive,No,Travel_Rarely,77,828,6582,78984,Sales,2,1,Life Sciences,2,Male,3,2,4,4,Yes,13,3,3,80,0,10,2,4,6,5,0,5
452,42,Married,Manufacturing Director,No,Travel_Rarely,56,319,7406,88872,Research & Development,24,3,Medical,4,Male,3,3,1,1,Yes,21,4,4,80,1,10,5,2,10,9,5,8
453,45,Married,Sales Executive,No,Travel_Rarely,61,561,4805,57660,Sales,2,3,Other,4,Male,3,2,2,0,No,19,3,2,80,1,9,3,4,8,7,3,7
454,26,Divorced,Human Resources,Yes,Travel_Frequently,58,426,2741,32892,Human Resources,17,4,Life Sciences,2,Female,3,1,3,0,Yes,11,3,2,80,1,8,2,2,7,7,1,0
455,29,Divorced,Manufacturing Director,No,Travel_Rarely,34,232,4262,51144,Research & Development,19,3,Technical Degree,4,Male,3,2,4,4,No,12,3,2,80,2,8,2,4,3,2,1,2
456,33,Divorced,Research Director,No,Travel_Rarely,95,922,16184,194208,Research & Development,1,5,Medical,1,Female,4,4,3,4,No,19,3,3,80,1,10,2,3,6,1,0,5
457,31,Divorced,Manager,No,Travel_Rarely,44,688,11557,138684,Sales,7,3,Life Sciences,3,Male,2,3,4,9,No,21,4,3,80,1,10,3,2,5,4,0,1
458,18,Single,Sales Representative,Yes,Travel_Frequently,69,1306,1878,22536,Sales,5,3,Marketing,2,Male,3,1,2,1,Yes,14,3,4,80,0,0,3,3,0,0,0,0
459,40,Divorced,Sales Executive,No,Non-Travel,58,1094,10932,131184,Sales,28,3,Other,3,Male,1,3,1,3,No,15,3,3,80,1,20,2,3,1,0,0,1
460,41,Single,Healthcare Representative,No,Non-Travel,62,509,6811,81732,Research & Development,2,4,Other,1,Female,2,2,3,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7
461,26,Divorced,Sales Executive,No,Travel_Rarely,45,775,4306,51672,Sales,29,2,Medical,1,Male,3,2,3,5,No,12,3,1,80,2,8,5,3,0,0,0,0
462,35,Single,Sales Executive,No,Travel_Rarely,80,195,4859,58308,Sales,1,3,Medical,1,Female,3,2,3,1,No,16,3,4,80,0,5,3,3,5,4,0,3
463,34,Single,Sales Executive,No,Travel_Rarely,74,258,5337,64044,Sales,21,4,Life Sciences,4,Male,4,2,4,1,No,12,3,4,80,0,10,3,3,10,7,5,7
464,26,Single,Laboratory Technician,Yes,Travel_Rarely,66,471,2340,28080,Research & Development,24,3,Technical Degree,3,Male,1,1,4,1,Yes,18,3,2,80,0,1,3,1,1,0,0,0
465,37,Single,Manufacturing Director,No,Travel_Rarely,59,799,7491,89892,Research & Development,1,3,Technical Degree,2,Female,3,3,4,4,No,17,3,4,80,0,12,3,4,6,5,1,2
466,46,Married,Healthcare Representative,No,Travel_Frequently,86,1034,10527,126324,Research & Development,18,1,Medical,1,Female,3,3,3,5,No,11,3,4,80,0,28,3,2,2,2,1,2
467,41,Married,Manager,No,Travel_Rarely,91,1276,16595,199140,Sales,2,5,Life Sciences,2,Female,3,4,1,7,No,16,3,2,80,1,22,2,3,18,16,11,8
468,37,Divorced,Sales Executive,No,Non-Travel,69,142,8834,106008,Sales,9,4,Medical,1,Male,3,3,2,1,No,13,3,4,80,1,9,6,3,9,5,7,7
469,52,Divorced,Research Scientist,No,Travel_Rarely,78,956,5577,66924,Research & Development,6,2,Technical Degree,4,Male,3,2,1,3,Yes,12,3,2,80,2,18,3,3,10,9,6,9
470,32,Married,Sales Executive,Yes,Non-Travel,60,1474,4707,56484,Sales,11,4,Other,4,Male,4,2,3,8,No,12,3,4,80,0,6,2,3,4,2,1,2
471,24,Married,Sales Representative,No,Travel_Frequently,38,535,2400,28800,Sales,24,3,Medical,4,Male,3,1,4,0,No,13,3,3,80,2,3,3,3,2,2,2,1
472,38,Married,Healthcare Representative,No,Travel_Rarely,76,1495,9824,117888,Research & Development,10,3,Medical,3,Female,3,2,3,3,No,19,3,3,80,1,18,4,3,1,0,0,0
473,37,Married,Manufacturing Director,No,Travel_Rarely,65,446,6447,77364,Research & Development,1,4,Life Sciences,2,Female,3,2,2,6,No,12,3,2,80,1,8,2,2,6,5,4,3
474,49,Divorced,Research Director,No,Travel_Rarely,58,1245,19502,234024,Research & Development,18,4,Life Sciences,4,Male,2,5,3,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9
475,24,Married,Research Scientist,No,Travel_Rarely,89,691,2725,32700,Research & Development,23,3,Medical,2,Male,4,1,4,1,Yes,11,3,2,80,2,6,3,3,6,5,1,4
476,26,Married,Sales Executive,No,Travel_Rarely,66,703,6272,75264,Sales,28,2,Marketing,1,Male,3,2,2,1,No,20,4,4,80,2,6,5,4,5,3,1,4
477,24,Married,Laboratory Technician,No,Travel_Rarely,94,823,2127,25524,Research & Development,17,2,Other,4,Male,2,1,2,1,No,21,4,4,80,1,1,2,3,1,0,0,0
478,50,Married,Manager,No,Travel_Frequently,99,1246,18200,218400,Human Resources,3,3,Medical,1,Male,3,5,2,1,No,11,3,3,80,1,32,2,3,32,5,10,7
479,25,Married,Sales Representative,No,Travel_Rarely,40,622,2096,25152,Sales,13,1,Medical,2,Male,3,1,3,1,No,11,3,3,80,0,7,1,3,7,4,0,6
480,24,Married,Laboratory Technician,Yes,Travel_Frequently,55,1287,2886,34632,Research & Development,7,3,Life Sciences,1,Female,3,1,3,1,Yes,16,3,4,80,1,6,4,3,6,3,1,2
481,30,Married,Sales Representative,Yes,Travel_Frequently,74,448,2033,24396,Sales,12,4,Life Sciences,2,Male,2,1,1,1,No,18,3,3,80,1,1,2,4,1,0,0,0
482,34,Married,Research Scientist,No,Travel_Rarely,83,254,3622,43464,Research & Development,1,2,Life Sciences,2,Male,2,1,4,1,Yes,13,3,4,80,1,6,3,3,6,5,1,3
483,31,Divorced,Sales Executive,Yes,Travel_Rarely,46,1365,4233,50796,Sales,13,4,Medical,2,Male,3,2,1,2,No,17,3,3,80,0,9,2,1,3,1,1,2
484,35,Single,Laboratory Technician,No,Travel_Rarely,54,538,3681,44172,Research & Development,25,2,Other,1,Male,2,2,4,4,No,14,3,4,80,0,9,3,3,3,2,0,2
485,31,Divorced,Sales Executive,No,Travel_Rarely,66,525,5460,65520,Sales,6,4,Medical,1,Male,4,2,4,4,No,22,4,4,80,2,13,4,4,7,7,5,7
486,27,Divorced,Research Scientist,No,Travel_Rarely,66,798,2187,26244,Research & Development,6,4,Medical,1,Female,2,1,3,0,No,12,3,3,80,2,6,5,2,5,3,0,3
487,37,Married,Sales Executive,No,Travel_Rarely,75,558,9602,115224,Sales,2,3,Marketing,4,Male,3,2,3,4,Yes,11,3,3,80,1,17,3,2,3,0,1,0
488,20,Single,Research Scientist,No,Travel_Rarely,83,959,2836,34032,Research & Development,1,3,Life Sciences,4,Female,2,1,2,1,No,13,3,4,80,0,1,0,4,1,0,0,0
489,42,Married,Healthcare Representative,No,Travel_Rarely,81,622,4089,49068,Research & Development,2,4,Life Sciences,3,Female,3,2,4,1,No,13,3,2,80,2,10,4,3,10,2,2,2
490,43,Divorced,Research Director,No,Travel_Rarely,50,782,16627,199524,Research & Development,6,4,Other,2,Male,2,4,4,4,Yes,14,3,3,80,1,21,3,2,1,0,0,0
491,38,Single,Research Scientist,No,Travel_Rarely,43,362,2619,31428,Research & Development,1,1,Life Sciences,3,Female,3,1,1,3,No,17,3,4,80,0,8,3,2,0,0,0,0
492,43,Divorced,Laboratory Technician,No,Travel_Frequently,72,1001,5679,68148,Research & Development,9,5,Medical,4,Male,3,2,3,3,Yes,13,3,2,80,1,10,3,3,8,7,4,7
493,48,Married,Manager,No,Travel_Rarely,40,1236,15402,184824,Research & Development,1,4,Life Sciences,4,Female,2,4,1,7,No,11,3,1,80,1,21,3,1,3,2,0,2
494,44,Single,Human Resources,No,Travel_Rarely,50,1112,5985,71820,Human Resources,1,4,Life Sciences,1,Female,2,2,3,4,No,11,3,2,80,0,10,1,4,2,2,0,2
495,34,Divorced,Sales Representative,No,Travel_Rarely,31,204,2579,30948,Sales,14,3,Technical Degree,3,Female,3,1,3,1,Yes,18,3,4,80,2,8,3,3,8,2,0,6
496,27,Divorced,Sales Representative,Yes,Travel_Rarely,85,1420,3041,36492,Sales,2,1,Marketing,3,Male,3,1,1,0,No,11,3,2,80,1,5,3,3,4,3,0,2
497,21,Single,Sales Representative,No,Travel_Rarely,49,1343,3447,41364,Sales,22,1,Technical Degree,3,Male,3,1,3,1,No,11,3,3,80,0,3,2,3,3,2,1,2
498,44,Married,Manager,No,Travel_Rarely,35,1315,19513,234156,Research & Development,3,4,Other,4,Male,3,5,4,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1
499,22,Married,Research Scientist,No,Travel_Rarely,69,604,2773,33276,Research & Development,6,1,Medical,1,Male,3,1,3,0,No,20,4,4,80,0,3,3,3,2,2,2,2
500,33,Divorced,Sales Executive,No,Travel_Rarely,39,1216,7104,85248,Sales,8,4,Marketing,3,Male,3,2,3,0,No,12,3,4,80,0,6,3,3,5,0,1,2
501,32,Married,Research Scientist,No,Travel_Rarely,92,646,6322,75864,Research & Development,9,4,Life Sciences,1,Female,3,2,4,1,Yes,12,3,4,80,1,6,2,2,6,4,0,5
502,30,Divorced,Research Scientist,No,Travel_Frequently,71,160,2083,24996,Research & Development,3,3,Medical,3,Female,3,1,3,1,No,20,4,3,80,1,1,2,3,1,0,0,0
503,53,Single,Sales Executive,No,Travel_Rarely,34,238,8381,100572,Sales,1,1,Medical,4,Female,3,2,1,7,No,20,4,4,80,0,18,2,4,14,7,8,10
504,34,Married,Research Scientist,No,Travel_Rarely,42,1397,2691,32292,Research & Development,1,5,Life Sciences,2,Male,3,1,4,1,No,12,3,4,80,1,10,4,2,10,9,8,8
505,45,Married,Sales Executive,Yes,Travel_Frequently,100,306,4286,51432,Sales,26,4,Life Sciences,1,Female,3,2,1,2,No,14,3,4,80,2,5,4,3,1,1,0,0
506,26,Married,Laboratory Technician,No,Travel_Rarely,71,991,2659,31908,Research & Development,6,3,Life Sciences,3,Female,3,1,4,1,Yes,13,3,3,80,1,3,2,3,3,2,0,2
507,37,Married,Manufacturing Director,No,Travel_Rarely,36,482,9434,113208,Research & Development,3,3,Other,3,Male,3,3,3,1,No,15,3,3,80,1,10,2,3,10,7,7,8
508,29,Married,Sales Executive,No,Travel_Rarely,62,1176,5561,66732,Sales,3,2,Medical,2,Female,3,2,3,1,No,14,3,1,80,1,6,5,2,6,0,1,2
509,35,Single,Research Scientist,No,Travel_Rarely,82,1017,6646,79752,Research & Development,6,4,Life Sciences,2,Male,1,2,4,1,No,13,3,2,80,0,17,3,3,17,11,11,8
510,33,Divorced,Healthcare Representative,No,Travel_Frequently,30,1296,7725,92700,Research & Development,6,3,Life Sciences,3,Male,3,2,4,3,No,23,4,3,80,1,15,2,1,13,11,4,7
